state,date,year,month,chip_enrollment,medicaid_enrollment,total_enrollment
Montana,2025-12-01,2025,12,19767.0,190677.0,210444.0
Nebraska,2020-01-01,2020,1,35508.0,212229.0,247737.0
Nebraska,2020-02-01,2020,2,35488.0,213145.0,248633.0
Nebraska,2020-03-01,2020,3,34973.0,213487.0,248460.0
Nebraska,2020-04-01,2020,4,34363.0,215212.0,249575.0
Nebraska,2020-05-01,2020,5,33871.0,219064.0,252935.0
Nebraska,2020-06-01,2020,6,33807.0,223124.0,256931.0
Nebraska,2020-07-01,2020,7,34281.0,226887.0,261168.0
Nebraska,2020-08-01,2020,8,34668.0,231235.0,265903.0
Nebraska,2020-09-01,2020,9,34654.0,234929.0,269583.0
Nebraska,2020-10-01,2020,10,34637.0,252452.0,287089.0
Nebraska,2020-11-01,2020,11,35081.0,260684.0,295765.0
Nebraska,2020-12-01,2020,12,35347.0,269226.0,304573.0
Nebraska,2021-01-01,2021,1,35246.0,273925.0,309171.0
Nebraska,2021-02-01,2021,2,35280.0,278524.0,313804.0
Nebraska,2021-03-01,2021,3,35258.0,283368.0,318626.0
Nebraska,2021-04-01,2021,4,35374.0,287836.0,323210.0
Nebraska,2021-05-01,2021,5,35608.0,291814.0,327422.0
Nebraska,2021-06-01,2021,6,36083.0,294945.0,331028.0
Nebraska,2021-07-01,2021,7,36677.0,298388.0,335065.0
Nebraska,2021-08-01,2021,8,37112.0,302168.0,339280.0
Nebraska,2021-09-01,2021,9,37391.0,305292.0,342683.0
Nebraska,2021-10-01,2021,10,37723.0,308164.0,345887.0
Nebraska,2021-11-01,2021,11,38311.0,311773.0,350084.0
Nebraska,2021-12-01,2021,12,39090.0,316224.0,355314.0
Nebraska,2022-01-01,2022,1,39376.0,319946.0,359322.0
Nebraska,2022-02-01,2022,2,39623.0,321948.0,361571.0
Nebraska,2022-03-01,2022,3,39600.0,324263.0,363863.0
Nebraska,2022-04-01,2022,4,39678.0,326453.0,366131.0
Nebraska,2022-05-01,2022,5,39866.0,328460.0,368326.0
Nebraska,2022-06-01,2022,6,40118.0,330929.0,371047.0
Nebraska,2022-07-01,2022,7,40460.0,333566.0,374026.0
Nebraska,2022-08-01,2022,8,40949.0,336777.0,377726.0
Nebraska,2022-09-01,2022,9,41100.0,339486.0,380586.0
Nebraska,2022-10-01,2022,10,41408.0,341461.0,382869.0
Nebraska,2022-11-01,2022,11,42147.0,344997.0,387144.0
Nebraska,2022-12-01,2022,12,42512.0,348050.0,390562.0
Nebraska,2023-01-01,2023,1,42759.0,350625.0,393384.0
Nebraska,2023-02-01,2023,2,42965.0,352272.0,395237.0
Nebraska,2023-03-01,2023,3,42697.0,354594.0,397291.0
Nebraska,2023-04-01,2023,4,42580.0,356238.0,398818.0
Nebraska,2023-05-01,2023,5,42539.0,357537.0,400076.0
Nebraska,2023-06-01,2023,6,42624.0,357071.0,399695.0
Nebraska,2023-07-01,2023,7,42247.0,355320.0,397567.0
Nebraska,2023-08-01,2023,8,41695.0,350632.0,392327.0
Nebraska,2023-09-01,2023,9,41160.0,345073.0,386233.0
Nebraska,2023-10-01,2023,10,40650.0,339231.0,379881.0
Nebraska,2023-11-01,2023,11,40448.0,334330.0,374778.0
Nebraska,2023-12-01,2023,12,40190.0,330857.0,371047.0
Nebraska,2024-01-01,2024,1,39499.0,326832.0,366331.0
Nebraska,2024-02-01,2024,2,39499.0,323556.0,363055.0
Nebraska,2024-03-01,2024,3,38475.0,322856.0,361331.0
Nebraska,2024-04-01,2024,4,37868.0,319673.0,357541.0
Nebraska,2024-05-01,2024,5,37372.0,315861.0,353233.0
Nebraska,2024-06-01,2024,6,37019.0,313375.0,350394.0
Nebraska,2024-07-01,2024,7,37066.0,313040.0,350106.0
Nebraska,2024-08-01,2024,8,37364.0,313753.0,351117.0
Nebraska,2024-09-01,2024,9,37329.0,310887.0,348216.0
Nebraska,2024-10-01,2024,10,37403.0,309060.0,346463.0
Nebraska,2024-11-01,2024,11,37560.0,308616.0,346176.0
Nebraska,2024-12-01,2024,12,37691.0,309152.0,346843.0
Nebraska,2025-01-01,2025,1,37368.0,309233.0,346601.0
Nebraska,2025-02-01,2025,2,37528.0,309542.0,347070.0
Nebraska,2025-03-01,2025,3,36130.0,310047.0,346177.0
Nebraska,2025-04-01,2025,4,35912.0,308538.0,344450.0
Nebraska,2025-05-01,2025,5,36997.0,306738.0,343735.0
Nebraska,2025-06-01,2025,6,36924.0,304276.0,341200.0
Nebraska,2025-07-01,2025,7,37036.0,303625.0,340661.0
Nebraska,2025-08-01,2025,8,37138.0,303085.0,340223.0
Nebraska,2025-09-01,2025,9,37066.0,301632.0,338698.0
Nebraska,2025-10-01,2025,10,36976.0,300013.0,336989.0
Nebraska,2025-11-01,2025,11,37233.0,299026.0,336259.0
Nebraska,2025-12-01,2025,12,36847.0,293948.0,330795.0
Nevada,2020-01-01,2020,1,39997.0,586119.0,626116.0
Nevada,2020-02-01,2020,2,41170.0,584188.0,625358.0
Nevada,2020-03-01,2020,3,40242.0,586958.0,627200.0
Nevada,2020-04-01,2020,4,40290.0,611600.0,651890.0
Nevada,2020-05-01,2020,5,40203.0,629641.0,669844.0
Nevada,2020-06-01,2020,6,40078.0,644995.0,685073.0
Nevada,2020-07-01,2020,7,38431.0,657500.0,695931.0
Nevada,2020-08-01,2020,8,38224.0,670967.0,709191.0
Nevada,2020-09-01,2020,9,38203.0,684413.0,722616.0
Nevada,2020-10-01,2020,10,38720.0,695514.0,734234.0
Nevada,2020-11-01,2020,11,39161.0,703495.0,742656.0
Nevada,2020-12-01,2020,12,40344.0,708696.0,749040.0
Nevada,2021-01-01,2021,1,40449.0,720910.0,761359.0
Nevada,2021-02-01,2021,2,41230.0,727510.0,768740.0
Nevada,2021-03-01,2021,3,41983.0,735021.0,777004.0
Nevada,2021-04-01,2021,4,42562.0,743580.0,786142.0
Nevada,2021-05-01,2021,5,43160.0,747208.0,790368.0
Nevada,2021-06-01,2021,6,43887.0,750837.0,794724.0
Nevada,2021-07-01,2021,7,44220.0,756216.0,800436.0
Nevada,2021-08-01,2021,8,44901.0,764488.0,809389.0
Nevada,2021-09-01,2021,9,45780.0,770271.0,816051.0
Nevada,2021-10-01,2021,10,46803.0,776568.0,823371.0
Nevada,2021-11-01,2021,11,47904.0,781207.0,829111.0
Nevada,2021-12-01,2021,12,49026.0,786229.0,835255.0
Nevada,2022-01-01,2022,1,50456.0,792929.0,843385.0
Nevada,2022-02-01,2022,2,51486.0,795938.0,847424.0
Nevada,2022-03-01,2022,3,52110.0,798019.0,850129.0
Nevada,2022-04-01,2022,4,51754.0,799951.0,851705.0
Nevada,2022-05-01,2022,5,51611.0,806268.0,857879.0
Nevada,2022-06-01,2022,6,51779.0,813818.0,865597.0
Nevada,2022-07-01,2022,7,52340.0,816631.0,868971.0
Nevada,2022-08-01,2022,8,52638.0,824542.0,877180.0
Nevada,2022-09-01,2022,9,52927.0,827161.0,880088.0
Nevada,2022-10-01,2022,10,53266.0,827250.0,880516.0
Nevada,2022-11-01,2022,11,53211.0,807777.0,860988.0
Nevada,2022-12-01,2022,12,54093.0,816457.0,870550.0
Nevada,2023-01-01,2023,1,54887.0,823792.0,878679.0
Nevada,2023-02-01,2023,2,55209.0,834871.0,890080.0
Nevada,2023-03-01,2023,3,55698.0,840149.0,895847.0
Nevada,2023-04-01,2023,4,54442.0,845504.0,899946.0
Nevada,2023-05-01,2023,5,53640.0,850829.0,904469.0
Nevada,2023-06-01,2023,6,50626.0,821385.0,872011.0
Nevada,2023-07-01,2023,7,47449.0,788439.0,835888.0
Nevada,2023-08-01,2023,8,45643.0,764296.0,809939.0
Nevada,2023-09-01,2023,9,53956.0,832457.0,886413.0
Nevada,2023-10-01,2023,10,55656.0,831848.0,887504.0
Nevada,2023-11-01,2023,11,56927.0,812305.0,869232.0
Nevada,2023-12-01,2023,12,57962.0,804992.0,862954.0
Nevada,2024-01-01,2024,1,58521.0,803677.0,862198.0
Nevada,2024-02-01,2024,2,59093.0,803466.0,862559.0
Nevada,2024-03-01,2024,3,59261.0,798325.0,857586.0
Nevada,2024-04-01,2024,4,56281.0,755681.0,811962.0
Nevada,2024-05-01,2024,5,54905.0,743787.0,798692.0
Nevada,2024-06-01,2024,6,53387.0,735094.0,788481.0
Nevada,2024-07-01,2024,7,51525.0,714632.0,766157.0
Nevada,2024-08-01,2024,8,50887.0,709305.0,760192.0
Nevada,2024-09-01,2024,9,50248.0,705825.0,756073.0
Nevada,2024-10-01,2024,10,50515.0,710466.0,760981.0
Nevada,2024-11-01,2024,11,51413.0,710223.0,761636.0
Nevada,2024-12-01,2024,12,52007.0,713936.0,765943.0
Nevada,2025-01-01,2025,1,52367.0,717293.0,769660.0
Nevada,2025-02-01,2025,2,52672.0,719414.0,772086.0
Nevada,2025-03-01,2025,3,53016.0,719195.0,772211.0
Nevada,2025-04-01,2025,4,52104.0,718076.0,770180.0
Nevada,2025-05-01,2025,5,51633.0,714910.0,766543.0
Nevada,2025-06-01,2025,6,50977.0,704584.0,755561.0
Nevada,2025-07-01,2025,7,49637.0,699556.0,749193.0
Nevada,2025-08-01,2025,8,48807.0,693668.0,742475.0
Nevada,2025-09-01,2025,9,48390.0,689962.0,738352.0
Nevada,2025-10-01,2025,10,47913.0,694145.0,742058.0
Nevada,2025-11-01,2025,11,47825.0,679632.0,727457.0
Nevada,2025-12-01,2025,12,47076.0,679311.0,726387.0
New Hampshire,2020-01-01,2020,1,15535.0,166374.0,181909.0
New Hampshire,2020-02-01,2020,2,15506.0,166220.0,181726.0
New Hampshire,2020-03-01,2020,3,15411.0,167761.0,183172.0
New Hampshire,2020-04-01,2020,4,14909.0,174388.0,189297.0
New Hampshire,2020-05-01,2020,5,14244.0,177782.0,192026.0
New Hampshire,2020-06-01,2020,6,14398.0,180488.0,194886.0
New Hampshire,2020-07-01,2020,7,14533.0,183068.0,197601.0
New Hampshire,2020-08-01,2020,8,14996.0,185570.0,200566.0
New Hampshire,2020-09-01,2020,9,15298.0,187944.0,203242.0
New Hampshire,2020-10-01,2020,10,15821.0,189869.0,205690.0
New Hampshire,2020-11-01,2020,11,16401.0,193394.0,209795.0
New Hampshire,2020-12-01,2020,12,16859.0,196956.0,213815.0
New Hampshire,2021-01-01,2021,1,17180.0,198083.0,215263.0
New Hampshire,2021-02-01,2021,2,17355.0,199668.0,217023.0
New Hampshire,2021-03-01,2021,3,17641.0,201358.0,218999.0
New Hampshire,2021-04-01,2021,4,18119.0,202563.0,220682.0
New Hampshire,2021-05-01,2021,5,18520.0,203521.0,222041.0
New Hampshire,2021-06-01,2021,6,18816.0,204564.0,223380.0
New Hampshire,2021-07-01,2021,7,19067.0,205958.0,225025.0
New Hampshire,2021-08-01,2021,8,19355.0,207073.0,226428.0
New Hampshire,2021-09-01,2021,9,19747.0,210338.0,230085.0
New Hampshire,2021-10-01,2021,10,20081.0,211231.0,231312.0
New Hampshire,2021-11-01,2021,11,20596.0,213216.0,233812.0
New Hampshire,2021-12-01,2021,12,21025.0,215170.0,236195.0
New Hampshire,2022-01-01,2022,1,21441.0,216445.0,237886.0
New Hampshire,2022-02-01,2022,2,21693.0,216828.0,238521.0
New Hampshire,2022-03-01,2022,3,21480.0,217660.0,239140.0
New Hampshire,2022-04-01,2022,4,21733.0,218110.0,239843.0
New Hampshire,2022-05-01,2022,5,21970.0,218644.0,240614.0
New Hampshire,2022-06-01,2022,6,22208.0,219585.0,241793.0
New Hampshire,2022-07-01,2022,7,22686.0,220034.0,242720.0
New Hampshire,2022-08-01,2022,8,22943.0,220606.0,243549.0
New Hampshire,2022-09-01,2022,9,23176.0,221472.0,244648.0
New Hampshire,2022-10-01,2022,10,23505.0,222283.0,245788.0
New Hampshire,2022-11-01,2022,11,23881.0,223899.0,247780.0
New Hampshire,2022-12-01,2022,12,24287.0,225619.0,249906.0
New Hampshire,2023-01-01,2023,1,24651.0,226410.0,251061.0
New Hampshire,2023-02-01,2023,2,25036.0,226574.0,251610.0
New Hampshire,2023-03-01,2023,3,23729.0,229437.0,253166.0
New Hampshire,2023-04-01,2023,4,21934.0,204645.0,226579.0
New Hampshire,2023-05-01,2023,5,19754.0,192790.0,212544.0
New Hampshire,2023-06-01,2023,6,18372.0,183007.0,201379.0
New Hampshire,2023-07-01,2023,7,18261.0,175844.0,194105.0
New Hampshire,2023-08-01,2023,8,18638.0,173411.0,192049.0
New Hampshire,2023-09-01,2023,9,17863.0,169224.0,187087.0
New Hampshire,2023-10-01,2023,10,17688.0,166639.0,184327.0
New Hampshire,2023-11-01,2023,11,17879.0,166274.0,184153.0
New Hampshire,2023-12-01,2023,12,18178.0,166949.0,185127.0
New Hampshire,2024-01-01,2024,1,18272.0,167427.0,185699.0
New Hampshire,2024-02-01,2024,2,18496.0,167509.0,186005.0
New Hampshire,2024-03-01,2024,3,18495.0,167997.0,186492.0
New Hampshire,2024-04-01,2024,4,18461.0,167987.0,186448.0
New Hampshire,2024-05-01,2024,5,18394.0,167605.0,185999.0
New Hampshire,2024-06-01,2024,6,18293.0,167649.0,185942.0
New Hampshire,2024-07-01,2024,7,18270.0,167852.0,186122.0
New Hampshire,2024-08-01,2024,8,18320.0,167603.0,185923.0
New Hampshire,2024-09-01,2024,9,18353.0,166940.0,185293.0
New Hampshire,2024-10-01,2024,10,18413.0,166932.0,185345.0
New Hampshire,2024-11-01,2024,11,18906.0,167951.0,186857.0
New Hampshire,2024-12-01,2024,12,19337.0,168870.0,188207.0
New Hampshire,2025-01-01,2025,1,19492.0,169413.0,188905.0
New Hampshire,2025-02-01,2025,2,19392.0,169349.0,188741.0
New Hampshire,2025-03-01,2025,3,19344.0,168922.0,188266.0
New Hampshire,2025-04-01,2025,4,19372.0,168488.0,187860.0
New Hampshire,2025-05-01,2025,5,19389.0,167632.0,187021.0
New Hampshire,2025-06-01,2025,6,19069.0,166937.0,186006.0
New Hampshire,2025-07-01,2025,7,19057.0,166903.0,185960.0
New Hampshire,2025-08-01,2025,8,19126.0,164820.0,183946.0
New Hampshire,2025-09-01,2025,9,19254.0,162604.0,181858.0
New Hampshire,2025-10-01,2025,10,19152.0,160893.0,180045.0
New Hampshire,2025-11-01,2025,11,19272.0,159398.0,178670.0
New Hampshire,2025-12-01,2025,12,18988.0,155937.0,174925.0
New Jersey,2020-01-01,2020,1,231067.0,1474039.0,1705106.0
New Jersey,2020-02-01,2020,2,231193.0,1470376.0,1701569.0
New Jersey,2020-03-01,2020,3,231881.0,1470391.0,1702272.0
New Jersey,2020-04-01,2020,4,237107.0,1495540.0,1732647.0
New Jersey,2020-05-01,2020,5,240783.0,1513202.0,1753985.0
New Jersey,2020-06-01,2020,6,240211.0,1542483.0,1782694.0
New Jersey,2020-07-01,2020,7,240071.0,1566665.0,1806736.0
New Jersey,2020-08-01,2020,8,239853.0,1591779.0,1831632.0
New Jersey,2020-09-01,2020,9,240434.0,1611945.0,1852379.0
New Jersey,2020-10-01,2020,10,240947.0,1631032.0,1871979.0
New Jersey,2020-11-01,2020,11,241513.0,1657219.0,1898732.0
New Jersey,2020-12-01,2020,12,240811.0,1664394.0,1905205.0
New Jersey,2021-01-01,2021,1,241151.0,1687701.0,1928852.0
New Jersey,2021-02-01,2021,2,241790.0,1705772.0,1947562.0
New Jersey,2021-03-01,2021,3,240975.0,1716964.0,1957939.0
New Jersey,2021-04-01,2021,4,241513.0,1731455.0,1972968.0
New Jersey,2021-05-01,2021,5,242027.0,1743938.0,1985965.0
New Jersey,2021-06-01,2021,6,241884.0,1752139.0,1994023.0
New Jersey,2021-07-01,2021,7,241854.0,1765492.0,2007346.0
New Jersey,2021-08-01,2021,8,241934.0,1780071.0,2022005.0
New Jersey,2021-09-01,2021,9,242113.0,1791856.0,2033969.0
New Jersey,2021-10-01,2021,10,241922.0,1801644.0,2043566.0
New Jersey,2021-11-01,2021,11,243894.0,1812961.0,2056855.0
New Jersey,2021-12-01,2021,12,244343.0,1823707.0,2068050.0
New Jersey,2022-01-01,2022,1,245757.0,1836111.0,2081868.0
New Jersey,2022-02-01,2022,2,247271.0,1846987.0,2094258.0
New Jersey,2022-03-01,2022,3,249299.0,1861333.0,2110632.0
New Jersey,2022-04-01,2022,4,251038.0,1866356.0,2117394.0
New Jersey,2022-05-01,2022,5,253232.0,1877436.0,2130668.0
New Jersey,2022-06-01,2022,6,255399.0,1884395.0,2139794.0
New Jersey,2022-07-01,2022,7,257232.0,1890772.0,2148004.0
New Jersey,2022-08-01,2022,8,259165.0,1900414.0,2159579.0
New Jersey,2022-09-01,2022,9,259165.0,1909587.0,2168752.0
New Jersey,2022-10-01,2022,10,262380.0,1918923.0,2181303.0
New Jersey,2022-11-01,2022,11,263972.0,1930588.0,2194560.0
New Jersey,2022-12-01,2022,12,265112.0,1937846.0,2202958.0
New Jersey,2023-01-01,2023,1,267244.0,1955692.0,2222936.0
New Jersey,2023-02-01,2023,2,268497.0,1981801.0,2250298.0
New Jersey,2023-03-01,2023,3,269248.0,1970497.0,2239745.0
New Jersey,2023-04-01,2023,4,271031.0,1981656.0,2252687.0
New Jersey,2023-05-01,2023,5,271538.0,1987920.0,2259458.0
New Jersey,2023-06-01,2023,6,271957.0,1996107.0,2268064.0
New Jersey,2023-07-01,2023,7,272161.0,2000724.0,2272885.0
New Jersey,2023-08-01,2023,8,270479.0,1974352.0,2244831.0
New Jersey,2023-09-01,2023,9,265411.0,1927640.0,2193051.0
New Jersey,2023-10-01,2023,10,260553.0,1889839.0,2150392.0
New Jersey,2023-11-01,2023,11,255784.0,1847295.0,2103079.0
New Jersey,2023-12-01,2023,12,252959.0,1807082.0,2060041.0
New Jersey,2024-01-01,2024,1,251985.0,1778415.0,2030400.0
New Jersey,2024-02-01,2024,2,249575.0,1748215.0,1997790.0
New Jersey,2024-03-01,2024,3,249845.0,1717076.0,1966921.0
New Jersey,2024-04-01,2024,4,250754.0,1685053.0,1935807.0
New Jersey,2024-05-01,2024,5,249895.0,1646768.0,1896663.0
New Jersey,2024-06-01,2024,6,247481.0,1605581.0,1853062.0
New Jersey,2024-07-01,2024,7,243929.0,1565180.0,1809109.0
New Jersey,2024-08-01,2024,8,244114.0,1537064.0,1781178.0
New Jersey,2024-09-01,2024,9,246312.0,1537308.0,1783620.0
New Jersey,2024-10-01,2024,10,248055.0,1538437.0,1786492.0
New Jersey,2024-11-01,2024,11,250334.0,1540209.0,1790543.0
New Jersey,2024-12-01,2024,12,253484.0,1543150.0,1796634.0
New Jersey,2025-01-01,2025,1,254013.0,1542980.0,1796993.0
New Jersey,2025-02-01,2025,2,256483.0,1546343.0,1802826.0
New Jersey,2025-03-01,2025,3,258784.0,1551755.0,1810539.0
New Jersey,2025-04-01,2025,4,260923.0,1551352.0,1812275.0
New Jersey,2025-05-01,2025,5,260884.0,1547512.0,1808396.0
New Jersey,2025-06-01,2025,6,260185.0,1525454.0,1785639.0
New Jersey,2025-07-01,2025,7,259303.0,1509832.0,1769135.0
New Jersey,2025-08-01,2025,8,260131.0,1507519.0,1767650.0
New Jersey,2025-09-01,2025,9,261104.0,1511726.0,1772830.0
New Jersey,2025-10-01,2025,10,260994.0,1511559.0,1772553.0
New Jersey,2025-11-01,2025,11,261158.0,1514284.0,1775442.0
New Jersey,2025-12-01,2025,12,258231.0,1483606.0,1741837.0
New Mexico,2020-01-01,2020,1,39180.0,706161.0,745341.0
New Mexico,2020-02-01,2020,2,39145.0,705849.0,744994.0
New Mexico,2020-03-01,2020,3,39547.0,706406.0,745953.0
New Mexico,2020-04-01,2020,4,38935.0,719043.0,757978.0
New Mexico,2020-05-01,2020,5,37633.0,730573.0,768206.0
New Mexico,2020-06-01,2020,6,38153.0,736898.0,775051.0
New Mexico,2020-07-01,2020,7,38358.0,743801.0,782159.0
New Mexico,2020-08-01,2020,8,39023.0,751115.0,790138.0
New Mexico,2020-09-01,2020,9,39242.0,755513.0,794755.0
New Mexico,2020-10-01,2020,10,40029.0,761470.0,801499.0
New Mexico,2020-11-01,2020,11,40768.0,768274.0,809042.0
New Mexico,2020-12-01,2020,12,41319.0,776960.0,818279.0
New Mexico,2021-01-01,2021,1,41665.0,781812.0,823477.0
New Mexico,2021-02-01,2021,2,42288.0,785308.0,827596.0
New Mexico,2021-03-01,2021,3,42802.0,789297.0,832099.0
New Mexico,2021-04-01,2021,4,43211.0,792677.0,835888.0
New Mexico,2021-05-01,2021,5,43709.0,794881.0,838590.0
New Mexico,2021-06-01,2021,6,44394.0,798605.0,842999.0
New Mexico,2021-07-01,2021,7,44785.0,802281.0,847066.0
New Mexico,2021-08-01,2021,8,45224.0,806911.0,852135.0
New Mexico,2021-09-01,2021,9,45826.0,809955.0,855781.0
New Mexico,2021-10-01,2021,10,46106.0,811825.0,857931.0
New Mexico,2021-11-01,2021,11,46434.0,814863.0,861297.0
New Mexico,2021-12-01,2021,12,46899.0,819707.0,866606.0
New Mexico,2022-01-01,2022,1,47068.0,821922.0,868990.0
New Mexico,2022-02-01,2022,2,47440.0,825859.0,873299.0
New Mexico,2022-03-01,2022,3,48442.0,822382.0,870824.0
New Mexico,2022-04-01,2022,4,47206.0,823113.0,870319.0
New Mexico,2022-05-01,2022,5,47909.0,825463.0,873372.0
New Mexico,2022-06-01,2022,6,48608.0,826070.0,874678.0
New Mexico,2022-07-01,2022,7,49243.0,826934.0,876177.0
New Mexico,2022-08-01,2022,8,49677.0,830089.0,879766.0
New Mexico,2022-09-01,2022,9,50286.0,832459.0,882745.0
New Mexico,2022-10-01,2022,10,50314.0,831367.0,881681.0
New Mexico,2022-11-01,2022,11,50684.0,832045.0,882729.0
New Mexico,2022-12-01,2022,12,51449.0,832967.0,884416.0
New Mexico,2023-01-01,2023,1,52232.0,835044.0,887276.0
New Mexico,2023-02-01,2023,2,52616.0,836389.0,889005.0
New Mexico,2023-03-01,2023,3,54184.0,836594.0,890778.0
New Mexico,2023-04-01,2023,4,49241.0,838937.0,888178.0
New Mexico,2023-05-01,2023,5,47905.0,830099.0,878004.0
New Mexico,2023-06-01,2023,6,48041.0,830865.0,878906.0
New Mexico,2023-07-01,2023,7,43286.0,780434.0,823720.0
New Mexico,2023-08-01,2023,8,42686.0,760044.0,802730.0
New Mexico,2023-09-01,2023,9,41455.0,734135.0,775590.0
New Mexico,2023-10-01,2023,10,42356.0,762500.0,804856.0
New Mexico,2023-11-01,2023,11,41827.0,749085.0,790912.0
New Mexico,2023-12-01,2023,12,42336.0,741291.0,783627.0
New Mexico,2024-01-01,2024,1,41298.0,740937.0,782235.0
New Mexico,2024-02-01,2024,2,42038.0,744231.0,786269.0
New Mexico,2024-03-01,2024,3,43314.0,743112.0,786426.0
New Mexico,2024-04-01,2024,4,40272.0,744028.0,784300.0
New Mexico,2024-05-01,2024,5,40570.0,736111.0,776681.0
New Mexico,2024-06-01,2024,6,40810.0,727534.0,768344.0
New Mexico,2024-07-01,2024,7,50303.0,733128.0,783431.0
New Mexico,2024-08-01,2024,8,50532.0,732268.0,782800.0
New Mexico,2024-09-01,2024,9,49911.0,721315.0,771226.0
New Mexico,2024-10-01,2024,10,49985.0,714422.0,764407.0
New Mexico,2024-11-01,2024,11,48384.0,699086.0,747470.0
New Mexico,2024-12-01,2024,12,47202.0,686825.0,734027.0
New Mexico,2025-01-01,2025,1,46085.0,682897.0,728982.0
New Mexico,2025-02-01,2025,2,45371.0,678229.0,723600.0
New Mexico,2025-03-01,2025,3,44821.0,669441.0,714262.0
New Mexico,2025-04-01,2025,4,41625.0,668838.0,710463.0
New Mexico,2025-05-01,2025,5,41835.0,660228.0,702063.0
New Mexico,2025-06-01,2025,6,41857.0,655866.0,697723.0
New Mexico,2025-07-01,2025,7,42185.0,652578.0,694763.0
New Mexico,2025-08-01,2025,8,42353.0,648150.0,690503.0
New Mexico,2025-09-01,2025,9,42656.0,646450.0,689106.0
New Mexico,2025-10-01,2025,10,43098.0,644329.0,687427.0
New Mexico,2025-11-01,2025,11,43166.0,640061.0,683227.0
New Mexico,2025-12-01,2025,12,43713.0,638988.0,682701.0
New York,2020-01-01,2020,1,606573.0,5397555.0,6004128.0
New York,2020-02-01,2020,2,611855.0,5375915.0,5987770.0
New York,2020-03-01,2020,3,616875.0,5389288.0,6006163.0
New York,2020-04-01,2020,4,623715.0,5398698.0,6022413.0
New York,2020-05-01,2020,5,625869.0,5567697.0,6193566.0
New York,2020-06-01,2020,6,614775.0,5664944.0,6279719.0
New York,2020-07-01,2020,7,616538.0,5733296.0,6349834.0
New York,2020-08-01,2020,8,614579.0,5820986.0,6435565.0
New York,2020-09-01,2020,9,612407.0,5879919.0,6492326.0
New York,2020-10-01,2020,10,610906.0,5935675.0,6546581.0
New York,2020-11-01,2020,11,608705.0,6000087.0,6608792.0
New York,2020-12-01,2020,12,607007.0,6079679.0,6686686.0
New York,2021-01-01,2021,1,600284.0,6136524.0,6736808.0
New York,2021-02-01,2021,2,601064.0,6137885.0,6738949.0
New York,2021-03-01,2021,3,598044.0,6204878.0,6802922.0
New York,2021-04-01,2021,4,595321.0,6239009.0,6834330.0
New York,2021-05-01,2021,5,592228.0,6246461.0,6838689.0
New York,2021-06-01,2021,6,590395.0,6284132.0,6874527.0
New York,2021-07-01,2021,7,588598.0,6321894.0,6910492.0
New York,2021-08-01,2021,8,587756.0,6351982.0,6939738.0
New York,2021-09-01,2021,9,585972.0,6394078.0,6980050.0
New York,2021-10-01,2021,10,584820.0,6429447.0,7014267.0
New York,2021-11-01,2021,11,582181.0,6452000.0,7034181.0
New York,2021-12-01,2021,12,580890.0,6497772.0,7078662.0
New York,2022-01-01,2022,1,579301.0,6540402.0,7119703.0
New York,2022-02-01,2022,2,577492.0,6563883.0,7141375.0
New York,2022-03-01,2022,3,574223.0,6593384.0,7167607.0
New York,2022-04-01,2022,4,571289.0,6605423.0,7176712.0
New York,2022-05-01,2022,5,568530.0,6622742.0,7191272.0
New York,2022-06-01,2022,6,567310.0,6657081.0,7224391.0
New York,2022-07-01,2022,7,564032.0,6685868.0,7249900.0
New York,2022-08-01,2022,8,558204.0,6711720.0,7269924.0
New York,2022-09-01,2022,9,567097.0,6751099.0,7318196.0
New York,2022-10-01,2022,10,557047.0,6779836.0,7336883.0
New York,2022-11-01,2022,11,557979.0,6805150.0,7363129.0
New York,2022-12-01,2022,12,556788.0,6852090.0,7408878.0
New York,2023-01-01,2023,1,548581.0,6905552.0,7454133.0
New York,2023-02-01,2023,2,535499.0,6935401.0,7470900.0
New York,2023-03-01,2023,3,529138.0,6988923.0,7518061.0
New York,2023-04-01,2023,4,522990.0,7024976.0,7547966.0
New York,2023-05-01,2023,5,524158.0,7054259.0,7578417.0
New York,2023-06-01,2023,6,536263.0,7098089.0,7634352.0
New York,2023-07-01,2023,7,544176.0,7039076.0,7583252.0
New York,2023-08-01,2023,8,556516.0,6941131.0,7497647.0
New York,2023-09-01,2023,9,564537.0,6857526.0,7422063.0
New York,2023-10-01,2023,10,578751.0,6782491.0,7361242.0
New York,2023-11-01,2023,11,586873.0,6693191.0,7280064.0
New York,2023-12-01,2023,12,590545.0,6585728.0,7176273.0
New York,2024-01-01,2024,1,599578.0,6515957.0,7115535.0
New York,2024-02-01,2024,2,611052.0,6442445.0,7053497.0
New York,2024-03-01,2024,3,621788.0,6373667.0,6995455.0
New York,2024-04-01,2024,4,634663.0,6262790.0,6897453.0
New York,2024-05-01,2024,5,644099.0,6160220.0,6804319.0
New York,2024-06-01,2024,6,651325.0,6071030.0,6722355.0
New York,2024-07-01,2024,7,656385.0,6049040.0,6705425.0
New York,2024-08-01,2024,8,661477.0,6030938.0,6692415.0
New York,2024-09-01,2024,9,666069.0,6019223.0,6685292.0
New York,2024-10-01,2024,10,669835.0,6010788.0,6680623.0
New York,2024-11-01,2024,11,658844.0,5985977.0,6644821.0
