state,date,year,month,chip_enrollment,medicaid_enrollment,total_enrollment
Alabama,2020-01-01,2020,1,171685.0,749028.0,920713.0
Alabama,2020-02-01,2020,2,171414.0,750048.0,921462.0
Alabama,2020-03-01,2020,3,171029.0,750161.0,921190.0
Alabama,2020-04-01,2020,4,173230.0,758633.0,931863.0
Alabama,2020-05-01,2020,5,174883.0,766512.0,941395.0
Alabama,2020-06-01,2020,6,175312.0,774350.0,949662.0
Alabama,2020-07-01,2020,7,174510.0,782619.0,957129.0
Alabama,2020-08-01,2020,8,173905.0,790708.0,964613.0
Alabama,2020-09-01,2020,9,174584.0,798847.0,973431.0
Alabama,2020-10-01,2020,10,175026.0,806987.0,982013.0
Alabama,2020-11-01,2020,11,175349.0,814952.0,990301.0
Alabama,2020-12-01,2020,12,175726.0,822240.0,997966.0
Alabama,2021-01-01,2021,1,176644.0,828731.0,1005375.0
Alabama,2021-02-01,2021,2,177384.0,834598.0,1011982.0
Alabama,2021-03-01,2021,3,178510.0,840769.0,1019279.0
Alabama,2021-04-01,2021,4,179988.0,847477.0,1027465.0
Alabama,2021-05-01,2021,5,181493.0,852968.0,1034461.0
Alabama,2021-06-01,2021,6,182799.0,860236.0,1043035.0
Alabama,2021-07-01,2021,7,184067.0,866627.0,1050694.0
Alabama,2021-08-01,2021,8,185225.0,873449.0,1058674.0
Alabama,2021-09-01,2021,9,186597.0,879630.0,1066227.0
Alabama,2021-10-01,2021,10,186981.0,885400.0,1072381.0
Alabama,2021-11-01,2021,11,187988.0,891290.0,1079278.0
Alabama,2021-12-01,2021,12,188774.0,897571.0,1086345.0
Alabama,2022-01-01,2022,1,189971.0,903790.0,1093761.0
Alabama,2022-02-01,2022,2,190829.0,908709.0,1099538.0
Alabama,2022-03-01,2022,3,191665.0,913895.0,1105560.0
Alabama,2022-04-01,2022,4,192001.0,919231.0,1111232.0
Alabama,2022-05-01,2022,5,192752.0,924905.0,1117657.0
Alabama,2022-06-01,2022,6,193589.0,931097.0,1124686.0
Alabama,2022-07-01,2022,7,194369.0,937078.0,1131447.0
Alabama,2022-08-01,2022,8,195429.0,943003.0,1138432.0
Alabama,2022-09-01,2022,9,196264.0,948813.0,1145077.0
Alabama,2022-10-01,2022,10,196731.0,954060.0,1150791.0
Alabama,2022-11-01,2022,11,197836.0,959550.0,1157386.0
Alabama,2022-12-01,2022,12,198398.0,965385.0,1163783.0
Alabama,2023-01-01,2023,1,199499.0,971368.0,1170867.0
Alabama,2023-02-01,2023,2,204288.0,985219.0,1189507.0
Alabama,2023-03-01,2023,3,205536.0,991468.0,1197004.0
Alabama,2023-04-01,2023,4,205859.0,995789.0,1201648.0
Alabama,2023-05-01,2023,5,198914.0,999970.0,1198884.0
Alabama,2023-06-01,2023,6,199813.0,1004521.0,1204334.0
Alabama,2023-07-01,2023,7,196551.0,987621.0,1184172.0
Alabama,2023-08-01,2023,8,193670.0,968465.0,1162135.0
Alabama,2023-09-01,2023,9,191524.0,949244.0,1140768.0
Alabama,2023-10-01,2023,10,189782.0,933428.0,1123210.0
Alabama,2023-11-01,2023,11,187972.0,917225.0,1105197.0
Alabama,2023-12-01,2023,12,186340.0,900709.0,1087049.0
Alabama,2024-01-01,2024,1,185289.0,884754.0,1070043.0
Alabama,2024-02-01,2024,2,184579.0,871580.0,1056159.0
Alabama,2024-03-01,2024,3,183823.0,856809.0,1040632.0
Alabama,2024-04-01,2024,4,182359.0,832740.0,1015099.0
Alabama,2024-05-01,2024,5,181376.0,815198.0,996574.0
Alabama,2024-06-01,2024,6,179668.0,794917.0,974585.0
Alabama,2024-07-01,2024,7,181458.0,794429.0,975887.0
Alabama,2024-08-01,2024,8,182325.0,780061.0,962386.0
Alabama,2024-09-01,2024,9,182223.0,779805.0,962028.0
Alabama,2024-10-01,2024,10,183183.0,779266.0,962449.0
Alabama,2024-11-01,2024,11,183283.0,776859.0,960142.0
Alabama,2024-12-01,2024,12,183595.0,772748.0,956343.0
Alabama,2025-01-01,2025,1,184845.0,771806.0,956651.0
Alabama,2025-02-01,2025,2,185729.0,769769.0,955498.0
Alabama,2025-03-01,2025,3,186077.0,767428.0,953505.0
Alabama,2025-04-01,2025,4,186403.0,775147.0,961550.0
Alabama,2025-05-01,2025,5,186223.0,761378.0,947601.0
Alabama,2025-06-01,2025,6,186957.0,759359.0,946316.0
Alabama,2025-07-01,2025,7,188320.0,760049.0,948369.0
Alabama,2025-08-01,2025,8,189300.0,758080.0,947380.0
Alabama,2025-09-01,2025,9,190835.0,756883.0,947718.0
Alabama,2025-10-01,2025,10,192121.0,754925.0,947046.0
Alabama,2025-11-01,2025,11,192901.0,752535.0,945436.0
Alabama,2025-12-01,2025,12,193204.0,745861.0,939065.0
Alaska,2020-01-01,2020,1,16712.0,207251.0,223963.0
Alaska,2020-02-01,2020,2,16690.0,206251.0,222941.0
Alaska,2020-03-01,2020,3,16836.0,208129.0,224965.0
Alaska,2020-04-01,2020,4,16087.0,212183.0,228270.0
Alaska,2020-05-01,2020,5,15351.0,214692.0,230043.0
Alaska,2020-06-01,2020,6,14585.0,217484.0,232069.0
Alaska,2020-07-01,2020,7,14095.0,219239.0,233334.0
Alaska,2020-08-01,2020,8,13847.0,221414.0,235261.0
Alaska,2020-09-01,2020,9,13676.0,222686.0,236362.0
Alaska,2020-10-01,2020,10,13448.0,224338.0,237786.0
Alaska,2020-11-01,2020,11,13360.0,225513.0,238873.0
Alaska,2020-12-01,2020,12,13390.0,226591.0,239981.0
Alaska,2021-01-01,2021,1,13292.0,228118.0,241410.0
Alaska,2021-02-01,2021,2,13236.0,229755.0,242991.0
Alaska,2021-03-01,2021,3,13113.0,231747.0,244860.0
Alaska,2021-04-01,2021,4,13033.0,234147.0,247180.0
Alaska,2021-05-01,2021,5,12881.0,235858.0,248739.0
Alaska,2021-06-01,2021,6,12785.0,237500.0,250285.0
Alaska,2021-07-01,2021,7,12659.0,238365.0,251024.0
Alaska,2021-08-01,2021,8,12575.0,239402.0,251977.0
Alaska,2021-09-01,2021,9,12496.0,240240.0,252736.0
Alaska,2021-10-01,2021,10,12347.0,241822.0,254169.0
Alaska,2021-11-01,2021,11,12284.0,242946.0,255230.0
Alaska,2021-12-01,2021,12,12291.0,243455.0,255746.0
Alaska,2022-01-01,2022,1,12269.0,244766.0,257035.0
Alaska,2022-02-01,2022,2,12202.0,245489.0,257691.0
Alaska,2022-03-01,2022,3,12162.0,247295.0,259457.0
Alaska,2022-04-01,2022,4,11995.0,247976.0,259971.0
Alaska,2022-05-01,2022,5,11905.0,248863.0,260768.0
Alaska,2022-06-01,2022,6,11882.0,250149.0,262031.0
Alaska,2022-07-01,2022,7,11850.0,249966.0,261816.0
Alaska,2022-08-01,2022,8,11780.0,250637.0,262417.0
Alaska,2022-09-01,2022,9,11800.0,250824.0,262624.0
Alaska,2022-10-01,2022,10,11814.0,250772.0,262586.0
Alaska,2022-11-01,2022,11,11902.0,251627.0,263529.0
Alaska,2022-12-01,2022,12,11930.0,251726.0,263656.0
Alaska,2023-01-01,2023,1,11997.0,253531.0,265528.0
Alaska,2023-02-01,2023,2,12089.0,254124.0,266213.0
Alaska,2023-03-01,2023,3,12331.0,254947.0,267278.0
Alaska,2023-04-01,2023,4,12381.0,255688.0,268069.0
Alaska,2023-05-01,2023,5,12478.0,254439.0,266917.0
Alaska,2023-06-01,2023,6,12975.0,252977.0,265952.0
Alaska,2023-07-01,2023,7,12998.0,249808.0,262806.0
Alaska,2023-08-01,2023,8,13098.0,243445.0,256543.0
Alaska,2023-09-01,2023,9,13445.0,233372.0,246817.0
Alaska,2023-10-01,2023,10,13442.0,232584.0,246026.0
Alaska,2023-11-01,2023,11,13433.0,230760.0,244193.0
Alaska,2023-12-01,2023,12,13826.0,229034.0,242860.0
Alaska,2024-01-01,2024,1,14507.0,232162.0,246669.0
Alaska,2024-02-01,2024,2,14704.0,232876.0,247580.0
Alaska,2024-03-01,2024,3,14637.0,234082.0,248719.0
Alaska,2024-04-01,2024,4,14733.0,234883.0,249616.0
Alaska,2024-05-01,2024,5,14802.0,236543.0,251345.0
Alaska,2024-06-01,2024,6,14752.0,236933.0,251685.0
Alaska,2024-07-01,2024,7,14883.0,237658.0,252541.0
Alaska,2024-08-01,2024,8,15007.0,237623.0,252630.0
Alaska,2024-09-01,2024,9,15036.0,238239.0,253275.0
Alaska,2024-10-01,2024,10,15090.0,237710.0,252800.0
Alaska,2024-11-01,2024,11,14975.0,235374.0,250349.0
Alaska,2024-12-01,2024,12,14814.0,232106.0,246920.0
Alaska,2025-01-01,2025,1,14984.0,231448.0,246432.0
Alaska,2025-02-01,2025,2,14661.0,229186.0,243847.0
Alaska,2025-03-01,2025,3,14569.0,228508.0,243077.0
Alaska,2025-04-01,2025,4,14140.0,224131.0,238271.0
Alaska,2025-05-01,2025,5,13698.0,211333.0,225031.0
Alaska,2025-06-01,2025,6,13321.0,211659.0,224980.0
Alaska,2025-07-01,2025,7,13152.0,207221.0,220373.0
Alaska,2025-08-01,2025,8,13056.0,205768.0,218824.0
Alaska,2025-09-01,2025,9,13009.0,202632.0,215641.0
Alaska,2025-10-01,2025,10,12970.0,201848.0,214818.0
Alaska,2025-11-01,2025,11,12928.0,199460.0,212388.0
Alaska,2025-12-01,2025,12,12846.0,197629.0,210475.0
Arizona,2020-01-01,2020,1,96715.0,1605917.0,1702632.0
Arizona,2020-02-01,2020,2,97517.0,1608272.0,1705789.0
Arizona,2020-03-01,2020,3,100893.0,1645851.0,1746744.0
Arizona,2020-04-01,2020,4,101121.0,1680112.0,1781233.0
Arizona,2020-05-01,2020,5,102892.0,1714470.0,1817362.0
Arizona,2020-06-01,2020,6,104791.0,1735141.0,1839932.0
Arizona,2020-07-01,2020,7,107790.0,1754618.0,1862408.0
Arizona,2020-08-01,2020,8,109390.0,1777992.0,1887382.0
Arizona,2020-09-01,2020,9,111808.0,1791620.0,1903428.0
Arizona,2020-10-01,2020,10,114515.0,1810171.0,1924686.0
Arizona,2020-11-01,2020,11,117321.0,1825481.0,1942802.0
Arizona,2020-12-01,2020,12,119555.0,1843452.0,1963007.0
Arizona,2021-01-01,2021,1,121423.0,1860386.0,1981809.0
Arizona,2021-02-01,2021,2,123204.0,1875137.0,1998341.0
Arizona,2021-03-01,2021,3,124893.0,1886377.0,2011270.0
Arizona,2021-04-01,2021,4,126735.0,1900330.0,2027065.0
Arizona,2021-05-01,2021,5,128112.0,1916492.0,2044604.0
Arizona,2021-06-01,2021,6,130111.0,1929445.0,2059556.0
Arizona,2021-07-01,2021,7,131716.0,1940386.0,2072102.0
Arizona,2021-08-01,2021,8,133235.0,1954910.0,2088145.0
Arizona,2021-09-01,2021,9,133825.0,1967773.0,2101598.0
Arizona,2021-10-01,2021,10,134277.0,1979294.0,2113571.0
Arizona,2021-11-01,2021,11,135456.0,1992731.0,2128187.0
Arizona,2021-12-01,2021,12,136464.0,2003218.0,2139682.0
Arizona,2022-01-01,2022,1,137633.0,2018099.0,2155732.0
Arizona,2022-02-01,2022,2,137765.0,2031463.0,2169228.0
Arizona,2022-03-01,2022,3,138464.0,2040517.0,2178981.0
Arizona,2022-04-01,2022,4,139609.0,2053047.0,2192656.0
Arizona,2022-05-01,2022,5,139928.0,2066864.0,2206792.0
Arizona,2022-06-01,2022,6,140101.0,2076270.0,2216371.0
Arizona,2022-07-01,2022,7,140605.0,2087366.0,2227971.0
Arizona,2022-08-01,2022,8,141310.0,2103797.0,2245107.0
Arizona,2022-09-01,2022,9,142539.0,2115269.0,2257808.0
Arizona,2022-10-01,2022,10,144489.0,2123518.0,2268007.0
Arizona,2022-11-01,2022,11,143032.0,2140101.0,2283133.0
Arizona,2022-12-01,2022,12,147714.0,2143482.0,2291196.0
Arizona,2023-01-01,2023,1,146750.0,2162826.0,2309576.0
Arizona,2023-02-01,2023,2,147634.0,2172058.0,2319692.0
Arizona,2023-03-01,2023,3,147213.0,2184898.0,2332111.0
Arizona,2023-04-01,2023,4,144691.0,2158929.0,2303620.0
Arizona,2023-05-01,2023,5,142269.0,2141319.0,2283588.0
Arizona,2023-06-01,2023,6,133013.0,2048651.0,2181664.0
Arizona,2023-07-01,2023,7,127314.0,2007607.0,2134921.0
Arizona,2023-08-01,2023,8,124354.0,1984537.0,2108891.0
Arizona,2023-09-01,2023,9,121942.0,1894814.0,2016756.0
Arizona,2023-10-01,2023,10,121640.0,1931065.0,2052705.0
Arizona,2023-11-01,2023,11,122286.0,1917798.0,2040084.0
Arizona,2023-12-01,2023,12,123462.0,1913793.0,2037255.0
Arizona,2024-01-01,2024,1,123269.0,1908284.0,2031553.0
Arizona,2024-02-01,2024,2,125106.0,1915533.0,2040639.0
Arizona,2024-03-01,2024,3,126576.0,1923176.0,2049752.0
Arizona,2024-04-01,2024,4,126506.0,1906198.0,2032704.0
Arizona,2024-05-01,2024,5,128284.0,1896946.0,2025230.0
Arizona,2024-06-01,2024,6,128159.0,1890596.0,2018755.0
Arizona,2024-07-01,2024,7,127098.0,1877216.0,2004314.0
Arizona,2024-08-01,2024,8,125325.0,1869385.0,1994710.0
Arizona,2024-09-01,2024,9,127230.0,1848285.0,1975515.0
Arizona,2024-10-01,2024,10,125926.0,1837274.0,1963200.0
Arizona,2024-11-01,2024,11,123289.0,1810967.0,1934256.0
Arizona,2024-12-01,2024,12,120881.0,1778734.0,1899615.0
Arizona,2025-01-01,2025,1,117835.0,1754999.0,1872834.0
Arizona,2025-02-01,2025,2,118058.0,1741232.0,1859290.0
Arizona,2025-03-01,2025,3,117181.0,1731858.0,1849039.0
Arizona,2025-04-01,2025,4,116845.0,1713183.0,1830028.0
Arizona,2025-05-01,2025,5,116137.0,1702775.0,1818912.0
Arizona,2025-06-01,2025,6,115005.0,1678419.0,1793424.0
Arizona,2025-07-01,2025,7,114413.0,1674282.0,1788695.0
Arizona,2025-08-01,2025,8,115495.0,1646143.0,1761638.0
Arizona,2025-09-01,2025,9,115712.0,1628913.0,1744625.0
Arizona,2025-10-01,2025,10,114384.0,1605769.0,1720153.0
Arizona,2025-11-01,2025,11,113826.0,1579905.0,1693731.0
Arizona,2025-12-01,2025,12,112634.0,1565458.0,1678092.0
Arkansas,2020-01-01,2020,1,95048.0,774939.0,869987.0
Arkansas,2020-02-01,2020,2,95089.0,769245.0,864334.0
Arkansas,2020-03-01,2020,3,94720.0,766706.0,861426.0
Arkansas,2020-04-01,2020,4,93663.0,779597.0,873260.0
Arkansas,2020-05-01,2020,5,93188.0,786253.0,879441.0
Arkansas,2020-06-01,2020,6,93089.0,801742.0,894831.0
Arkansas,2020-07-01,2020,7,95302.0,806832.0,902134.0
Arkansas,2020-08-01,2020,8,96809.0,814604.0,911413.0
Arkansas,2020-09-01,2020,9,97076.0,825422.0,922498.0
Arkansas,2020-10-01,2020,10,95887.0,834684.0,930571.0
Arkansas,2020-11-01,2020,11,95879.0,844692.0,940571.0
Arkansas,2020-12-01,2020,12,95392.0,855359.0,950751.0
Arkansas,2021-01-01,2021,1,94181.0,862271.0,956452.0
Arkansas,2021-02-01,2021,2,93792.0,866039.0,959831.0
Arkansas,2021-03-01,2021,3,92047.0,873086.0,965133.0
Arkansas,2021-04-01,2021,4,88872.0,879489.0,968361.0
Arkansas,2021-05-01,2021,5,88280.0,883604.0,971884.0
Arkansas,2021-06-01,2021,6,87696.0,890279.0,977975.0
Arkansas,2021-07-01,2021,7,86935.0,898269.0,985204.0
Arkansas,2021-08-01,2021,8,86231.0,905456.0,991687.0
Arkansas,2021-09-01,2021,9,85622.0,913232.0,998854.0
Arkansas,2021-10-01,2021,10,85022.0,917953.0,1002975.0
Arkansas,2021-11-01,2021,11,83928.0,923185.0,1007113.0
Arkansas,2021-12-01,2021,12,82734.0,928651.0,1011385.0
Arkansas,2022-01-01,2022,1,81595.0,937893.0,1019488.0
Arkansas,2022-02-01,2022,2,81187.0,945272.0,1026459.0
Arkansas,2022-03-01,2022,3,80408.0,952472.0,1032880.0
Arkansas,2022-04-01,2022,4,76197.0,960578.0,1036775.0
Arkansas,2022-05-01,2022,5,76270.0,965788.0,1042058.0
Arkansas,2022-06-01,2022,6,76118.0,970639.0,1046757.0
Arkansas,2022-07-01,2022,7,76086.0,974491.0,1050577.0
Arkansas,2022-08-01,2022,8,75795.0,981154.0,1056949.0
Arkansas,2022-09-01,2022,9,75425.0,986207.0,1061632.0
Arkansas,2022-10-01,2022,10,75280.0,991632.0,1066912.0
Arkansas,2022-11-01,2022,11,75055.0,997449.0,1072504.0
Arkansas,2022-12-01,2022,12,74853.0,1004558.0,1079411.0
Arkansas,2023-01-01,2023,1,75008.0,1011607.0,1086615.0
Arkansas,2023-02-01,2023,2,74795.0,1010932.0,1085727.0
Arkansas,2023-03-01,2023,3,75026.0,1012818.0,1087844.0
Arkansas,2023-04-01,2023,4,69728.0,1004180.0,1073908.0
Arkansas,2023-05-01,2023,5,70286.0,954683.0,1024969.0
Arkansas,2023-06-01,2023,6,72499.0,909972.0,982471.0
Arkansas,2023-07-01,2023,7,75002.0,861512.0,936514.0
Arkansas,2023-08-01,2023,8,78209.0,814530.0,892739.0
Arkansas,2023-09-01,2023,9,80414.0,794159.0,874573.0
Arkansas,2023-10-01,2023,10,83202.0,773786.0,856988.0
Arkansas,2023-11-01,2023,11,85472.0,770984.0,856456.0
Arkansas,2023-12-01,2023,12,86845.0,744638.0,831483.0
Arkansas,2024-01-01,2024,1,86490.0,747605.0,834095.0
Arkansas,2024-02-01,2024,2,86107.0,746405.0,832512.0
Arkansas,2024-03-01,2024,3,85556.0,748978.0,834534.0
Arkansas,2024-04-01,2024,4,80052.0,753700.0,833752.0
Arkansas,2024-05-01,2024,5,80091.0,753413.0,833504.0
Arkansas,2024-06-01,2024,6,80024.0,751645.0,831669.0
Arkansas,2024-07-01,2024,7,80116.0,752678.0,832794.0
Arkansas,2024-08-01,2024,8,80566.0,752164.0,832730.0
Arkansas,2024-09-01,2024,9,80554.0,747442.0,827996.0
Arkansas,2024-10-01,2024,10,81167.0,745045.0,826212.0
Arkansas,2024-11-01,2024,11,81574.0,742849.0,824423.0
Arkansas,2024-12-01,2024,12,82091.0,741143.0,823234.0
Arkansas,2025-01-01,2025,1,82795.0,742682.0,825477.0
Arkansas,2025-02-01,2025,2,82884.0,741361.0,824245.0
Arkansas,2025-03-01,2025,3,83239.0,744815.0,828054.0
Arkansas,2025-04-01,2025,4,79693.0,746164.0,825857.0
Arkansas,2025-05-01,2025,5,79912.0,741988.0,821900.0
Arkansas,2025-06-01,2025,6,80148.0,741050.0,821198.0
Arkansas,2025-07-01,2025,7,80577.0,738379.0,818956.0
Arkansas,2025-08-01,2025,8,81322.0,733824.0,815146.0
Arkansas,2025-09-01,2025,9,81806.0,732961.0,814767.0
Arkansas,2025-10-01,2025,10,82404.0,729524.0,811928.0
Arkansas,2025-11-01,2025,11,83090.0,723536.0,806626.0
Arkansas,2025-12-01,2025,12,83497.0,717527.0,801024.0
California,2020-01-01,2020,1,1314322.0,10300580.0,11614902.0
California,2020-02-01,2020,2,1315742.0,10274859.0,11590601.0
California,2020-03-01,2020,3,1313692.0,10263185.0,11576877.0
California,2020-04-01,2020,4,1303740.0,10318968.0,11622708.0
California,2020-05-01,2020,5,1292104.0,10448023.0,11740127.0
California,2020-06-01,2020,6,1286680.0,10561031.0,11847711.0
California,2020-07-01,2020,7,1290559.0,10725497.0,12016056.0
California,2020-08-01,2020,8,1290420.0,10826435.0,12116855.0
California,2020-09-01,2020,9,1290325.0,10922274.0,12212599.0
California,2020-10-01,2020,10,1291535.0,11006603.0,12298138.0
California,2020-11-01,2020,11,1292683.0,11066366.0,12359049.0
California,2020-12-01,2020,12,1294596.0,11196553.0,12491149.0
California,2021-01-01,2021,1,1297062.0,11289937.0,12586999.0
California,2021-02-01,2021,2,1296194.0,11346930.0,12643124.0
California,2021-03-01,2021,3,1296129.0,11428449.0,12724578.0
California,2021-04-01,2021,4,1297297.0,11493507.0,12790804.0
California,2021-05-01,2021,5,1297661.0,11552568.0,12850229.0
California,2021-06-01,2021,6,1298671.0,11614770.0,12913441.0
California,2021-07-01,2021,7,1300638.0,11682804.0,12983442.0
California,2021-08-01,2021,8,1303934.0,11754524.0,13058458.0
California,2021-09-01,2021,9,1305388.0,11815357.0,13120745.0
California,2021-10-01,2021,10,1304474.0,11868718.0,13173192.0
California,2021-11-01,2021,11,1304262.0,11922748.0,13227010.0
California,2021-12-01,2021,12,1304864.0,11987431.0,13292295.0
California,2022-01-01,2022,1,1306185.0,12062708.0,13368893.0
California,2022-02-01,2022,2,1303379.0,12107977.0,13411356.0
California,2022-03-01,2022,3,1303410.0,12178827.0,13482237.0
California,2022-04-01,2022,4,1299168.0,12235380.0,13534548.0
California,2022-05-01,2022,5,1291149.0,12334834.0,13625983.0
California,2022-06-01,2022,6,1290078.0,12398124.0,13688202.0
California,2022-07-01,2022,7,1289581.0,12454462.0,13744043.0
California,2022-08-01,2022,8,1290162.0,12530662.0,13820824.0
California,2022-09-01,2022,9,1290309.0,12595135.0,13885444.0
California,2022-10-01,2022,10,1290410.0,12649339.0,13939749.0
California,2022-11-01,2022,11,1291945.0,12717571.0,14009516.0
California,2022-12-01,2022,12,1293168.0,12784839.0,14078007.0
California,2023-01-01,2023,1,1295928.0,12880690.0,14176618.0
California,2023-02-01,2023,2,1296054.0,12922748.0,14218802.0
California,2023-03-01,2023,3,1298557.0,12987086.0,14285643.0
California,2023-04-01,2023,4,1304898.0,13039978.0,14344876.0
California,2023-05-01,2023,5,1302322.0,13099619.0,14401941.0
California,2023-06-01,2023,6,1301997.0,13160563.0,14462560.0
California,2023-07-01,2023,7,1295716.0,13104161.0,14399877.0
California,2023-08-01,2023,8,1299553.0,13097920.0,14397473.0
California,2023-09-01,2023,9,1290312.0,12929618.0,14219930.0
California,2023-10-01,2023,10,1284914.0,12800850.0,14085764.0
California,2023-11-01,2023,11,1281440.0,12695246.0,13976686.0
California,2023-12-01,2023,12,1276313.0,12529315.0,13805628.0
California,2024-01-01,2024,1,1265948.0,12570996.0,13836944.0
California,2024-02-01,2024,2,1263939.0,12575627.0,13839566.0
California,2024-03-01,2024,3,1259829.0,12531082.0,13790911.0
California,2024-04-01,2024,4,1251557.0,12466599.0,13718156.0
California,2024-05-01,2024,5,1248542.0,12413515.0,13662057.0
California,2024-06-01,2024,6,1241686.0,12327797.0,13569483.0
California,2024-07-01,2024,7,1239792.0,12314258.0,13554050.0
California,2024-08-01,2024,8,1241267.0,12326102.0,13567369.0
California,2024-09-01,2024,9,1241447.0,12298348.0,13539795.0
California,2024-10-01,2024,10,1239944.0,12291055.0,13530999.0
California,2024-11-01,2024,11,1238508.0,12264045.0,13502553.0
California,2024-12-01,2024,12,1232909.0,12254163.0,13487072.0
California,2025-01-01,2025,1,1239386.0,12268267.0,13507653.0
California,2025-02-01,2025,2,1235862.0,12262804.0,13498666.0
California,2025-03-01,2025,3,1234246.0,12241886.0,13476132.0
California,2025-04-01,2025,4,1229283.0,12199798.0,13429081.0
California,2025-05-01,2025,5,1225905.0,12183309.0,13409214.0
California,2025-06-01,2025,6,1226396.0,12156059.0,13382455.0
California,2025-07-01,2025,7,1228657.0,12165425.0,13394082.0
California,2025-08-01,2025,8,1230615.0,12061800.0,13292415.0
California,2025-09-01,2025,9,1236003.0,11978256.0,13214259.0
California,2025-10-01,2025,10,1245668.0,11944258.0,13189926.0
California,2025-11-01,2025,11,1224004.0,11554412.0,12778416.0
California,2025-12-01,2025,12,1228746.0,11420961.0,12649707.0
Colorado,2020-01-01,2020,1,126175.0,1146727.0,1272902.0
Colorado,2020-02-01,2020,2,125531.0,1141149.0,1266680.0
Colorado,2020-03-01,2020,3,124138.0,1135604.0,1259742.0
Colorado,2020-04-01,2020,4,122060.0,1174876.0,1296936.0
Colorado,2020-05-01,2020,5,121785.0,1194350.0,1316135.0
Colorado,2020-06-01,2020,6,121816.0,1215158.0,1336974.0
Colorado,2020-07-01,2020,7,121707.0,1235343.0,1357050.0
Colorado,2020-08-01,2020,8,121314.0,1256191.0,1377505.0
Colorado,2020-09-01,2020,9,120450.0,1276185.0,1396635.0
Colorado,2020-10-01,2020,10,119079.0,1295141.0,1414220.0
Colorado,2020-11-01,2020,11,118089.0,1313665.0,1431754.0
Colorado,2020-12-01,2020,12,116265.0,1333559.0,1449824.0
Colorado,2021-01-01,2021,1,113604.0,1352832.0,1466436.0
Colorado,2021-02-01,2021,2,113078.0,1364361.0,1477439.0
Colorado,2021-03-01,2021,3,113199.0,1376628.0,1489827.0
Colorado,2021-04-01,2021,4,111306.0,1390142.0,1501448.0
Colorado,2021-05-01,2021,5,110334.0,1401524.0,1511858.0
Colorado,2021-06-01,2021,6,109691.0,1412780.0,1522471.0
Colorado,2021-07-01,2021,7,109059.0,1423267.0,1532326.0
Colorado,2021-08-01,2021,8,108978.0,1435110.0,1544088.0
Colorado,2021-09-01,2021,9,109268.0,1444409.0,1553677.0
Colorado,2021-10-01,2021,10,107248.0,1456320.0,1563568.0
Colorado,2021-11-01,2021,11,107132.0,1467166.0,1574298.0
Colorado,2021-12-01,2021,12,107099.0,1478627.0,1585726.0
Colorado,2022-01-01,2022,1,106365.0,1492249.0,1598614.0
Colorado,2022-02-01,2022,2,105928.0,1499029.0,1604957.0
Colorado,2022-03-01,2022,3,105228.0,1508177.0,1613405.0
Colorado,2022-04-01,2022,4,103357.0,1517028.0,1620385.0
Colorado,2022-05-01,2022,5,102831.0,1523033.0,1625864.0
Colorado,2022-06-01,2022,6,100804.0,1534581.0,1635385.0
Colorado,2022-07-01,2022,7,101314.0,1545522.0,1646836.0
Colorado,2022-08-01,2022,8,101135.0,1555695.0,1656830.0
Colorado,2022-09-01,2022,9,100944.0,1565724.0,1666668.0
Colorado,2022-10-01,2022,10,100839.0,1575376.0,1676215.0
Colorado,2022-11-01,2022,11,101849.0,1585335.0,1687184.0
Colorado,2022-12-01,2022,12,102789.0,1596841.0,1699630.0
Colorado,2023-01-01,2023,1,102213.0,1610060.0,1712273.0
Colorado,2023-02-01,2023,2,103091.0,1619548.0,1722639.0
Colorado,2023-03-01,2023,3,101697.0,1603310.0,1705007.0
Colorado,2023-04-01,2023,4,98815.0,1614994.0,1713809.0
Colorado,2023-05-01,2023,5,99046.0,1623277.0,1722323.0
Colorado,2023-06-01,2023,6,99209.0,1590633.0,1689842.0
Colorado,2023-07-01,2023,7,99672.0,1549986.0,1649658.0
Colorado,2023-08-01,2023,8,103204.0,1505306.0,1608510.0
Colorado,2023-09-01,2023,9,106772.0,1454652.0,1561424.0
Colorado,2023-10-01,2023,10,110968.0,1439821.0,1550789.0
Colorado,2023-11-01,2023,11,113501.0,1353977.0,1467478.0
Colorado,2023-12-01,2023,12,116173.0,1303902.0,1420075.0
Colorado,2024-01-01,2024,1,119938.0,1250231.0,1370169.0
Colorado,2024-02-01,2024,2,122460.0,1199804.0,1322264.0
Colorado,2024-03-01,2024,3,125974.0,1104219.0,1230193.0
Colorado,2024-04-01,2024,4,126138.0,1063726.0,1189864.0
Colorado,2024-05-01,2024,5,129565.0,1029565.0,1159130.0
Colorado,2024-06-01,2024,6,130995.0,1029614.0,1160609.0
Colorado,2024-07-01,2024,7,131763.0,1040256.0,1172019.0
Colorado,2024-08-01,2024,8,132769.0,1052426.0,1185195.0
Colorado,2024-09-01,2024,9,133816.0,1052694.0,1186510.0
Colorado,2024-10-01,2024,10,134176.0,1060589.0,1194765.0
Colorado,2024-11-01,2024,11,136103.0,1066840.0,1202943.0
Colorado,2024-12-01,2024,12,135402.0,1077236.0,1212638.0
Colorado,2025-01-01,2025,1,138331.0,1070533.0,1208864.0
Colorado,2025-02-01,2025,2,136212.0,1064925.0,1201137.0
Colorado,2025-03-01,2025,3,135540.0,1067615.0,1203155.0
